Time (s),CPG0,CPG1,Z_POS (Meters),CL0 (Degrees),FL0 (Degrees),TL0 (Degrees)
59.059999,0.6038,-0.8807,-1.887,2.144,2.212,1.473
59.069999,0.541,-0.8827,-1.873,2.237,2.146,1.573
59.089999,0.4677,-0.8768,-1.927,2.367,2.004,1.766
59.109999,0.3839,-0.8697,-1.925,2.444,1.983,1.912
59.119999,0.1684,-0.8254,-1.925,2.454,1.982,1.981
59.139999,-0.2155,-0.7506,-1.925,2.458,1.985,2.087
59.149999,-0.6946,-0.5913,-1.925,2.455,1.984,2.123
59.169999,-0.8782,-0.3741,-1.925,2.45,1.984,2.177
59.189999,-0.8806,-0.163,-1.925,2.442,1.984,2.215
59.209999,-0.8622,0.05706,-1.925,2.426,1.984,2.24
59.219999,-0.8342,0.3157,-1.925,2.408,1.984,2.25
59.239999,-0.7996,0.5788,-1.925,2.375,1.984,2.268
59.249999,-0.747,0.7694,-1.925,2.365,1.984,2.282
59.269999,-0.692,0.8481,-1.925,2.354,1.984,2.304
59.289999,-0.6232,0.8805,-1.886,2.347,1.983,2.319
59.299999,-0.5549,0.8864,-1.827,2.34,1.983,2.324
59.319999,-0.4843,0.8841,-1.667,2.329,1.984,2.333
59.329999,-0.3974,0.8817,-1.594,2.32,1.984,2.338
59.349999,-0.2908,0.8754,-1.488,2.301,1.984,2.346
59.369999,-0.1508,0.866,-1.424,2.274,1.984,2.343
59.379999,0.04133,0.8523,-1.411,2.251,1.984,2.326
59.399999,0.2973,0.8311,-1.438,2.202,1.984,2.278
59.419999,0.5778,0.7971,-1.485,2.15,1.984,2.198
59.429999,0.7788,0.7461,-1.51,2.123,1.984,2.121
59.449999,0.8609,0.6731,-1.525,2.083,1.984,1.968
59.469999,0.8846,0.5994,-1.531,2.058,1.984,1.8
59.479999,0.8878,0.5257,-1.556,2.044,1.984,1.701
59.499999,0.8844,0.4479,-1.657,2.015,1.984,1.526
59.519999,0.8795,0.3709,-1.783,1.991,1.984,1.39
59.529999,0.8729,0.2756,-1.833,1.982,1.984,1.33
59.549999,0.8641,0.1503,-1.895,1.97,1.984,1.236
59.569999,0.8515,-0.02156,-1.897,1.96,1.984,1.165
59.579999,0.8325,-0.253,-1.874,1.955,1.984,1.136
59.589999,0.8022,-0.5207,-1.835,1.951,1.984,1.113
59.609999,0.7562,-0.7369,-1.745,1.946,1.984,1.084
59.619999,0.6974,-0.8435,-1.706,1.947,1.984,1.086
59.639999,0.6353,-0.8778,-1.655,1.949,1.984,1.1
59.649999,0.574,-0.8846,-1.645,1.944,1.984,1.118
59.669999,0.5122,-0.8829,-1.646,1.933,1.984,1.15
59.689999,0.4459,-0.8785,-1.66,1.924,1.989,1.181
59.699999,0.3696,-0.8727,-1.662,1.926,1.997,1.2
59.719999,0.2756,-0.8656,-1.653,1.933,2.016,1.233
59.739999,0.1521,-0.8562,-1.645,1.945,2.05,1.265
59.749999,-0.01663,-0.843,-1.64,1.954,2.087,1.287
59.759999,-0.2442,-0.8228,-1.63,1.965,2.141,1.313
59.779999,-0.5096,-0.7908,-1.605,1.989,2.248,1.361
59.799999,-0.7282,-0.7418,-1.565,2.021,2.352,1.413
59.809999,-0.8388,-0.6776,-1.525,2.06,2.384,1.452
59.829999,-0.875,-0.6067,-1.438,2.151,2.397,1.53
59.839999,-0.8827,-0.5268,-1.402,2.208,2.374,1.579
59.859999,-0.88,-0.4408,-1.377,2.296,2.329,1.661
59.869999,-0.8736,-0.3406,-1.393,2.34,2.285,1.705
59.889999,-0.8646,-0.2144,-1.476,2.414,2.191,1.782
59.909999,-0.8548,-0.03682,-1.611,2.479,2.074,1.853
59.929999,-0.8391,0.1978,-1.761,2.531,1.994,1.92
59.939999,-0.8128,0.4676,-1.841,2.541,1.987,1.959
59.959999,-0.7736,0.6937,-1.926,2.548,1.984,2.012
59.979999,-0.7887,0.7263,-1.925,2.548,1.984,2.079
59.999999,-0.822,0.6628,-1.925,2.543,1.984,2.148
60.009999,-0.8337,0.6205,-1.925,2.526,1.985,2.175
60.029999,-0.8361,0.6046,-1.925,2.49,1.984,2.213
60.049999,-0.7952,0.7257,-1.925,2.45,1.983,2.239
60.059999,-0.7275,0.8363,-1.924,2.426,1.983,2.249
60.079999,-0.6643,0.8727,-1.901,2.389,1.984,2.267
60.089999,-0.6474,0.8577,-1.884,2.376,1.984,2.277
60.109999,-0.6589,0.8373,-1.849,2.355,1.984,2.295
60.129999,-0.6817,0.8214,-1.842,2.336,1.984,2.311
60.139999,-0.6821,0.8303,-1.852,2.322,1.984,2.319
60.159999,-0.6458,0.8583,-1.899,2.293,1.984,2.329
60.169999,-0.5891,0.8769,-1.93,2.271,1.985,2.322
60.189999,-0.5147,0.886,-1.926,2.232,1.984,2.292
60.209999,-0.432,0.8842,-1.925,2.188,1.983,2.249
60.229999,-0.3339,0.8784,-1.925,2.163,1.983,2.226
60.239999,-0.2083,0.8701,-1.915,2.179,1.983,2.245
60.259999,-0.03809,0.8582,-1.887,2.231,1.983,2.292
60.279999,0.1765,0.8349,-1.809,2.287,1.984,2.337
60.289999,0.3399,0.7615,-1.785,2.293,1.984,2.347
60.309999,0.4687,0.6694,-1.79,2.288,1.984,2.356
60.329999,0.5864,0.5821,-1.801,2.263,1.984,2.351
60.339999,0.6889,0.4959,-1.788,2.24,1.984,2.335
60.359999,0.7903,0.4457,-1.749,2.198,1.984,2.291
60.379999,0.8458,0.3906,-1.74,2.152,1.984,2.215
60.389999,0.8621,0.3074,-1.755,2.126,1.984,2.139
60.399999,0.8617,0.1929,-1.777,2.104,1.984,2.044
60.419999,0.8527,0.03556,-1.819,2.074,1.984,1.864
