Time (s),CPG0 (User unit),CPG1 (User unit),Z_POS (Meters),CL0 (Degrees),FL0 (Degrees),TL0 (Degrees),ACT0 (User unit),ACT1 (User unit)
16.980,Null,Null,-1.855e+00,+1.955e+00,+2.078e+00,+1.285e+00,Null,Null
16.990,+5.493e-01,-8.845e-01,-1.883e+00,+1.962e+00,+2.115e+00,+1.305e+00,Null,Null
17.000,Null,Null,-1.907e+00,+1.969e+00,+2.145e+00,+1.321e+00,Null,Null
17.010,+4.864e-01,-8.814e-01,-1.925e+00,+1.978e+00,+2.193e+00,+1.343e+00,Null,Null
17.020,+4.171e-01,-8.765e-01,-1.925e+00,+1.993e+00,+2.253e+00,+1.371e+00,Null,Null
17.030,Null,Null,-1.925e+00,+2.007e+00,+2.306e+00,+1.393e+00,Null,Null
17.040,+3.351e-01,-8.702e-01,-1.925e+00,+2.034e+00,+2.358e+00,+1.425e+00,Null,Null
17.050,Null,Null,-1.925e+00,+2.058e+00,+2.400e+00,+1.451e+00,Null,Null
17.060,+2.312e-01,-8.622e-01,-1.921e+00,+2.109e+00,+2.402e+00,+1.495e+00,Null,Null
17.070,+7.827e-02,-8.478e-01,-1.921e+00,+2.179e+00,+2.368e+00,+1.551e+00,Null,Null
17.080,Null,Null,-1.927e+00,+2.237e+00,+2.340e+00,+1.598e+00,Null,Null
17.090,-1.325e-01,-8.287e-01,-1.926e+00,+2.293e+00,+2.305e+00,+1.643e+00,Null,Null
17.100,Null,Null,-1.925e+00,+2.337e+00,+2.277e+00,+1.682e+00,Null,Null
17.110,-4.001e-01,-7.998e-01,-1.925e+00,+2.388e+00,+2.231e+00,+1.726e+00,Null,Null
17.120,Null,Null,-1.925e+00,+2.425e+00,+2.191e+00,+1.763e+00,Null,Null
17.130,-6.581e-01,-7.542e-01,-1.925e+00,+2.465e+00,+2.133e+00,+1.804e+00,Null,Null
17.140,-8.084e-01,-6.971e-01,-1.925e+00,+2.501e+00,+2.050e+00,+1.855e+00,Null,Null
17.150,-8.660e-01,-6.289e-01,-1.925e+00,+2.525e+00,+2.004e+00,+1.907e+00,Null,Null
17.160,Null,Null,-1.925e+00,+2.539e+00,+1.990e+00,+1.952e+00,Null,Null
17.170,-8.812e-01,-5.516e-01,-1.925e+00,+2.544e+00,+1.985e+00,+1.999e+00,Null,Null
17.180,Null,Null,-1.925e+00,+2.546e+00,+1.983e+00,+2.038e+00,Null,Null
17.190,-8.816e-01,-4.629e-01,-1.925e+00,+2.548e+00,+1.983e+00,+2.082e+00,Null,Null
17.200,Null,Null,-1.925e+00,+2.549e+00,+1.984e+00,+2.118e+00,Null,Null
17.210,-8.761e-01,-3.611e-01,-1.925e+00,+2.545e+00,+1.985e+00,+2.150e+00,Null,Null
17.220,-8.677e-01,-2.354e-01,-1.925e+00,+2.528e+00,+1.984e+00,+2.176e+00,Null,Null
17.230,Null,Null,-1.925e+00,+2.506e+00,+1.985e+00,+2.195e+00,Null,Null
17.240,-8.551e-01,-7.256e-02,-1.925e+00,+2.481e+00,+1.985e+00,+2.212e+00,Null,Null
17.250,Null,Null,-1.925e+00,+2.461e+00,+1.984e+00,+2.226e+00,Null,Null
17.260,-8.359e-01,+1.468e-01,-1.925e+00,+2.441e+00,+1.984e+00,+2.238e+00,Null,Null
17.270,Null,Null,-1.925e+00,+2.425e+00,+1.984e+00,+2.248e+00,Null,Null
17.280,-8.073e-01,+4.215e-01,-1.925e+00,+2.409e+00,+1.983e+00,+2.257e+00,Null,Null
17.290,-7.625e-01,+6.784e-01,-1.925e+00,+2.394e+00,+1.982e+00,+2.266e+00,Null,Null
17.300,Null,Null,-1.925e+00,+2.382e+00,+1.982e+00,+2.274e+00,Null,Null
17.310,-7.001e-01,+8.254e-01,-1.925e+00,+2.371e+00,+1.982e+00,+2.282e+00,Null,Null
17.320,Null,Null,-1.921e+00,+2.360e+00,+1.982e+00,+2.289e+00,Null,Null
17.330,-6.285e-01,+8.768e-01,-1.890e+00,+2.350e+00,+1.982e+00,+2.297e+00,Null,Null
17.340,Null,Null,-1.842e+00,+2.343e+00,+1.982e+00,+2.303e+00,Null,Null
17.350,-5.617e-01,+8.852e-01,-1.791e+00,+2.337e+00,+1.982e+00,+2.310e+00,Null,Null
17.360,-4.979e-01,+8.819e-01,-1.742e+00,+2.332e+00,+1.983e+00,+2.319e+00,Null,Null
17.370,Null,Null,-1.700e+00,+2.328e+00,+1.984e+00,+2.327e+00,Null,Null
17.380,-4.303e-01,+8.766e-01,-1.669e+00,+2.321e+00,+1.984e+00,+2.334e+00,Null,Null
17.390,Null,Null,-1.649e+00,+2.315e+00,+1.984e+00,+2.340e+00,Null,Null
17.400,-3.528e-01,+8.702e-01,-1.638e+00,+2.305e+00,+1.984e+00,+2.344e+00,Null,Null
17.410,Null,Null,-1.633e+00,+2.296e+00,+1.984e+00,+2.347e+00,Null,Null
17.420,-2.418e-01,+8.669e-01,-1.631e+00,+2.279e+00,+1.984e+00,+2.346e+00,Null,Null
17.430,Null,Null,-1.627e+00,+2.266e+00,+1.984e+00,+2.344e+00,Null,Null
17.440,-8.552e-02,+8.595e-01,-1.631e+00,+2.244e+00,+1.984e+00,+2.329e+00,Null,Null
17.450,Null,Null,-1.639e+00,+2.226e+00,+1.984e+00,+2.317e+00,Null,Null
17.460,+1.175e-01,+8.411e-01,-1.660e+00,+2.200e+00,+1.984e+00,+2.283e+00,Null,Null
17.470,Null,Null,-1.693e+00,+2.177e+00,+1.984e+00,+2.255e+00,Null,Null
17.480,+3.768e-01,+8.150e-01,-1.730e+00,+2.149e+00,+1.984e+00,+2.202e+00,Null,Null
17.490,+6.366e-01,+7.748e-01,-1.754e+00,+2.122e+00,+1.983e+00,+2.122e+00,Null,Null
17.500,Null,Null,-1.765e+00,+2.100e+00,+1.984e+00,+2.055e+00,Null,Null
17.510,+7.856e-01,+6.900e-01,-1.768e+00,+2.083e+00,+1.984e+00,+1.964e+00,Null,Null
17.520,Null,Null,-1.767e+00,+2.069e+00,+1.984e+00,+1.888e+00,Null,Null
17.530,+8.516e-01,+5.998e-01,-1.762e+00,+2.056e+00,+1.984e+00,+1.791e+00,Null,Null
17.540,Null,Null,-1.753e+00,+2.048e+00,+1.984e+00,+1.710e+00,Null,Null
17.550,+8.711e-01,+4.955e-01,-1.749e+00,+2.033e+00,+1.984e+00,+1.618e+00,Null,Null
17.560,+8.708e-01,+3.695e-01,-1.746e+00,+2.015e+00,+1.984e+00,+1.530e+00,Null,Null
17.570,Null,Null,-1.746e+00,+2.001e+00,+1.984e+00,+1.459e+00,Null,Null
17.580,+8.648e-01,+2.453e-01,-1.745e+00,+1.989e+00,+1.984e+00,+1.392e+00,Null,Null
17.590,Null,Null,-1.740e+00,+1.980e+00,+1.984e+00,+1.338e+00,Null,Null
17.600,+8.543e-01,+9.380e-02,-1.730e+00,+1.972e+00,+1.984e+00,+1.288e+00,Null,Null
17.610,Null,Null,-1.717e+00,+1.966e+00,+1.984e+00,+1.248e+00,Null,Null
17.620,+8.391e-01,-1.020e-01,-1.702e+00,+1.962e+00,+1.984e+00,+1.210e+00,Null,Null
17.630,Null,Null,-1.684e+00,+1.959e+00,+1.984e+00,+1.179e+00,Null,Null
17.640,+8.180e-01,-3.507e-01,-1.665e+00,+1.956e+00,+1.984e+00,+1.150e+00,Null,Null
17.650,+7.846e-01,-6.107e-01,-1.644e+00,+1.952e+00,+1.984e+00,+1.125e+00,Null,Null
17.660,+7.340e-01,-7.875e-01,-1.615e+00,+1.948e+00,+1.983e+00,+1.104e+00,Null,Null
17.670,Null,Null,-1.571e+00,+1.945e+00,+1.983e+00,+1.087e+00,Null,Null
17.680,+6.735e-01,-8.612e-01,-1.529e+00,+1.945e+00,+1.984e+00,+1.077e+00,Null,Null
17.690,+6.026e-01,-8.773e-01,-1.509e+00,+1.946e+00,+1.984e+00,+1.077e+00,Null,Null
17.700,Null,Null,-1.515e+00,+1.946e+00,+1.984e+00,+1.077e+00,Null,Null
17.710,+5.302e-01,-8.774e-01,-1.528e+00,+1.947e+00,+1.984e+00,+1.087e+00,Null,Null
17.720,Null,Null,-1.542e+00,+1.948e+00,+1.983e+00,+1.096e+00,Null,Null
17.730,+4.518e-01,-8.725e-01,-1.557e+00,+1.946e+00,+1.983e+00,+1.113e+00,Null,Null
17.740,+3.599e-01,-8.654e-01,-1.573e+00,+1.939e+00,+1.983e+00,+1.132e+00,Null,Null
17.750,+2.652e-01,-8.624e-01,-1.591e+00,+1.934e+00,+1.984e+00,+1.154e+00,Null,Null
17.760,+9.073e-02,-8.404e-01,-1.609e+00,+1.932e+00,+1.990e+00,+1.176e+00,Null,Null
17.770,-1.836e-01,-8.039e-01,-1.604e+00,+1.933e+00,+2.003e+00,+1.199e+00,Null,Null
17.780,Null,Null,-1.585e+00,+1.937e+00,+2.014e+00,+1.218e+00,Null,Null
17.790,-5.083e-01,-7.546e-01,-1.569e+00,+1.944e+00,+2.035e+00,+1.240e+00,Null,Null
17.800,Null,Null,-1.565e+00,+1.951e+00,+2.052e+00,+1.258e+00,Null,Null
17.810,-8.513e-01,-6.058e-01,-1.573e+00,+1.962e+00,+2.103e+00,+1.287e+00,Null,Null
17.820,-8.744e-01,-5.368e-01,-1.565e+00,+1.977e+00,+2.174e+00,+1.322e+00,Null,Null
17.830,Null,Null,-1.534e+00,+1.990e+00,+2.235e+00,+1.351e+00,Null,Null
17.840,-8.774e-01,-4.594e-01,-1.496e+00,+2.011e+00,+2.300e+00,+1.386e+00,Null,Null
17.850,-8.744e-01,-3.602e-01,-1.450e+00,+2.052e+00,+2.344e+00,+1.429e+00,Null,Null
17.860,Null,Null,-1.430e+00,+2.087e+00,+2.379e+00,+1.465e+00,Null,Null
17.870,-8.681e-01,-2.278e-01,-1.420e+00,+2.143e+00,+2.372e+00,+1.513e+00,Null,Null
17.880,Null,Null,-1.406e+00,+2.191e+00,+2.366e+00,+1.554e+00,Null,Null
17.890,-8.568e-01,-5.455e-02,-1.392e+00,+2.240e+00,+2.346e+00,+1.599e+00,Null,Null
17.900,-8.405e-01,+1.752e-01,-1.390e+00,+2.285e+00,+2.322e+00,+1.644e+00,Null,Null
17.910,Null,Null,-1.408e+00,+2.322e+00,+2.302e+00,+1.681e+00,Null,Null
17.920,-8.129e-01,+4.473e-01,-1.442e+00,+2.360e+00,+2.264e+00,+1.721e+00,Null,Null
17.930,Null,Null,-1.485e+00,+2.390e+00,+2.232e+00,+1.754e+00,Null,Null
17.940,-7.695e-01,+6.890e-01,-1.529e+00,+2.424e+00,+2.177e+00,+1.790e+00,Null,Null
17.950,Null,Null,-1.572e+00,+2.452e+00,+2.132e+00,+1.821e+00,Null,Null
17.960,-7.136e-01,+8.214e-01,-1.615e+00,+2.484e+00,+2.069e+00,+1.856e+00,Null,Null
17.970,-6.526e-01,+8.691e-01,-1.666e+00,+2.513e+00,+2.011e+00,+1.894e+00,Null,Null
17.980,-5.879e-01,+8.832e-01,-1.712e+00,+2.532e+00,+1.992e+00,+1.936e+00,Null,Null
17.990,Null,Null,-1.735e+00,+2.541e+00,+1.986e+00,+1.970e+00,Null,Null
18.000,-5.169e-01,+8.860e-01,-1.743e+00,+2.543e+00,+1.984e+00,+2.007e+00,Null,Null
18.010,Null,Null,-1.729e+00,+2.544e+00,+1.984e+00,+2.037e+00,Null,Null
18.020,-5.842e-01,+8.200e-01,-1.709e+00,+2.545e+00,+1.984e+00,+2.072e+00,Null,Null
18.030,Null,Null,-1.694e+00,+2.545e+00,+1.984e+00,+2.102e+00,Null,Null
18.040,-7.246e-01,+7.287e-01,-1.687e+00,+2.546e+00,+1.984e+00,+2.142e+00,Null,Null
18.050,Null,Null,-1.691e+00,+2.546e+00,+1.984e+00,+2.176e+00,Null,Null
18.060,-7.889e-01,+7.067e-01,-1.714e+00,+2.526e+00,+1.984e+00,+2.207e+00,Null,Null
18.070,-8.046e-01,+7.044e-01,-1.761e+00,+2.489e+00,+1.984e+00,+2.229e+00,Null,Null
18.080,Null,Null,-1.810e+00,+2.456e+00,+1.984e+00,+2.247e+00,Null,Null
18.090,-7.644e-01,+7.893e-01,-1.854e+00,+2.424e+00,+1.984e+00,+2.263e+00,Null,Null
18.100,Null,Null,-1.897e+00,+2.398e+00,+1.984e+00,+2.277e+00,Null,Null
18.110,-6.119e-01,+8.875e-01,-1.928e+00,+2.375e+00,+1.983e+00,+2.291e+00,Null,Null
18.120,Null,Null,-1.926e+00,+2.356e+00,+1.981e+00,+2.299e+00,Null,Null
18.130,-5.402e-01,+8.887e-01,-1.925e+00,+2.335e+00,+1.981e+00,+2.307e+00,Null,Null
18.140,Null,Null,-1.921e+00,+2.316e+00,+1.982e+00,+2.315e+00,Null,Null
18.150,-4.655e-01,+8.848e-01,-1.905e+00,+2.307e+00,+1.983e+00,+2.327e+00,Null,Null
18.160,Null,Null,-1.890e+00,+2.301e+00,+1.984e+00,+2.336e+00,Null,Null
18.170,-4.108e-01,+8.695e-01,-1.876e+00,+2.304e+00,+1.984e+00,+2.349e+00,Null,Null
18.180,-3.508e-01,+8.603e-01,-1.855e+00,+2.314e+00,+1.983e+00,+2.362e+00,Null,Null
18.190,Null,Null,-1.833e+00,+2.322e+00,+1.983e+00,+2.372e+00,Null,Null
18.200,-3.030e-01,+8.448e-01,-1.811e+00,+2.331e+00,+1.983e+00,+2.378e+00,Null,Null
18.210,Null,Null,-1.788e+00,+2.338e+00,+1.983e+00,+2.384e+00,Null,Null
18.220,-2.897e-01,+8.203e-01,-1.775e+00,+2.335e+00,+1.984e+00,+2.384e+00,Null,Null
18.230,-3.037e-01,+7.998e-01,-1.781e+00,+2.322e+00,+1.984e+00,+2.380e+00,Null,Null
18.240,Null,Null,-1.800e+00,+2.310e+00,+1.984e+00,+2.377e+00,Null,Null
18.250,-3.698e-01,+7.741e-01,-1.835e+00,+2.293e+00,+1.984e+00,+2.369e+00,Null,Null
18.260,Null,Null,-1.882e+00,+2.277e+00,+1.984e+00,+2.363e+00,Null,Null
18.270,-4.359e-01,+7.755e-01,-1.927e+00,+2.265e+00,+1.983e+00,+2.347e+00,Null,Null
18.280,-4.703e-01,+7.988e-01,-1.926e+00,+2.252e+00,+1.982e+00,+2.316e+00,Null,Null
18.290,Null,Null,-1.925e+00,+2.228e+00,+1.983e+00,+2.291e+00,Null,Null
18.300,-4.497e-01,+8.335e-01,-1.925e+00,+2.201e+00,+1.984e+00,+2.258e+00,Null,Null
18.310,Null,Null,-1.925e+00,+2.178e+00,+1.984e+00,+2.230e+00,Null,Null
18.320,-3.758e-01,+8.600e-01,-1.922e+00,+2.158e+00,+1.984e+00,+2.210e+00,Null,Null
18.330,-2.685e-01,+8.666e-01,-1.897e+00,+2.156e+00,+1.983e+00,+2.213e+00,Null,Null
18.340,Null,Null,-1.857e+00,+2.156e+00,+1.984e+00,+2.216e+00,Null,Null
18.350,-1.369e-01,+8.575e-01,-1.802e+00,+2.185e+00,+1.984e+00,+2.243e+00,Null,Null
18.360,Null,Null,-1.741e+00,+2.209e+00,+1.984e+00,+2.266e+00,Null,Null
18.370,+4.268e-02,+8.436e-01,-1.675e+00,+2.238e+00,+1.984e+00,+2.295e+00,Null,Null
18.380,Null,Null,-1.603e+00,+2.263e+00,+1.984e+00,+2.318e+00,Null,Null
18.390,+2.818e-01,+8.222e-01,-1.534e+00,+2.273e+00,+1.984e+00,+2.334e+00,Null,Null
18.400,Null,Null,-1.460e+00,+2.282e+00,+1.983e+00,+2.347e+00,Null,Null
18.410,+5.503e-01,+7.883e-01,-1.391e+00,+2.275e+00,+1.984e+00,+2.349e+00,Null,Null
18.420,+7.474e-01,+7.273e-01,-1.342e+00,+2.258e+00,+1.984e+00,+2.340e+00,Null,Null
18.430,Null,Null,-1.311e+00,+2.243e+00,+1.984e+00,+2.331e+00,Null,Null
18.440,+8.443e-01,+6.557e-01,-1.300e+00,+2.219e+00,+1.984e+00,+2.307e+00,Null,Null
18.450,Null,Null,-1.304e+00,+2.199e+00,+1.984e+00,+2.286e+00,Null,Null
18.460,+8.768e-01,+5.794e-01,-1.322e+00,+2.172e+00,+1.984e+00,+2.244e+00,Null,Null
18.470,Null,Null,-1.350e+00,+2.149e+00,+1.984e+00,+2.207e+00,Null,Null
18.480,+8.834e-01,+5.001e-01,-1.383e+00,+2.123e+00,+1.984e+00,+2.145e+00,Null,Null
18.490,+8.824e-01,+4.323e-01,-1.420e+00,+2.101e+00,+1.984e+00,+2.057e+00,Null,Null
18.500,Null,Null,-1.456e+00,+2.082e+00,+1.984e+00,+1.984e+00,Null,Null
18.510,+8.779e-01,+3.524e-01,-1.485e+00,+2.068e+00,+1.984e+00,+1.888e+00,Null,Null
18.520,Null,Null,-1.506e+00,+2.058e+00,+1.983e+00,+1.806e+00,Null,Null
18.530,+8.711e-01,+2.520e-01,-1.528e+00,+2.045e+00,+1.984e+00,+1.710e+00,Null,Null
18.540,Null,Null,-1.553e+00,+2.034e+00,+1.984e+00,+1.629e+00,Null,Null
18.550,+8.618e-01,+1.183e-01,-1.583e+00,+2.019e+00,+1.984e+00,+1.544e+00,Null,Null
18.560,Null,Null,-1.616e+00,+2.006e+00,+1.984e+00,+1.475e+00,Null,Null
18.570,+8.482e-01,-6.558e-02,-1.649e+00,+1.993e+00,+1.984e+00,+1.409e+00,Null,Null
18.580,+8.272e-01,-3.089e-01,-1.679e+00,+1.984e+00,+1.983e+00,+1.349e+00,Null,Null
18.590,+7.938e-01,-5.744e-01,-1.700e+00,+1.975e+00,+1.983e+00,+1.295e+00,Null,Null
18.600,Null,Null,-1.714e+00,+1.970e+00,+1.983e+00,+1.251e+00,Null,Null
18.610,+7.445e-01,-7.684e-01,-1.723e+00,+1.965e+00,+1.983e+00,+1.211e+00,Null,Null
18.620,+6.843e-01,-8.550e-01,-1.729e+00,+1.961e+00,+1.983e+00,+1.175e+00,Null,Null
18.630,Null,Null,-1.731e+00,+1.957e+00,+1.983e+00,+1.146e+00,Null,Null
18.640,+6.223e-01,-8.806e-01,-1.734e+00,+1.953e+00,+1.983e+00,+1.120e+00,Null,Null
18.650,Null,Null,-1.742e+00,+1.950e+00,+1.983e+00,+1.100e+00,Null,Null
18.660,+5.613e-01,-8.847e-01,-1.757e+00,+1.948e+00,+1.984e+00,+1.085e+00,Null,Null
18.670,Null,Null,-1.778e+00,+1.945e+00,+1.984e+00,+1.072e+00,Null,Null
18.680,+4.991e-01,-8.823e-01,-1.802e+00,+1.944e+00,+1.984e+00,+1.068e+00,Null,Null
18.690,Null,Null,-1.824e+00,+1.942e+00,+1.984e+00,+1.065e+00,Null,Null
18.700,+4.235e-01,-8.749e-01,-1.845e+00,+1.943e+00,+1.984e+00,+1.072e+00,Null,Null
18.710,Null,Null,-1.865e+00,+1.944e+00,+1.984e+00,+1.078e+00,Null,Null
18.720,+3.344e-01,-8.674e-01,-1.886e+00,+1.945e+00,+1.983e+00,+1.094e+00,Null,Null
18.730,+2.208e-01,-8.583e-01,-1.914e+00,+1.939e+00,+1.984e+00,+1.114e+00,Null,Null
18.740,Null,Null,-1.926e+00,+1.936e+00,+1.984e+00,+1.128e+00,Null,Null
18.750,+6.777e-02,-8.462e-01,-1.925e+00,+1.934e+00,+1.984e+00,+1.145e+00,Null,Null
18.760,-2.269e-01,-8.005e-01,-1.925e+00,+1.939e+00,+1.985e+00,+1.167e+00,Null,Null
18.770,Null,Null,-1.925e+00,+1.945e+00,+1.985e+00,+1.185e+00,Null,Null
18.780,-5.623e-01,-7.405e-01,-1.925e+00,+1.956e+00,+2.006e+00,+1.215e+00,Null,Null
18.790,Null,Null,-1.925e+00,+1.966e+00,+2.025e+00,+1.239e+00,Null,Null
18.800,-7.912e-01,-6.515e-01,-1.925e+00,+1.982e+00,+2.061e+00,+1.283e+00,Null,Null
18.810,-8.705e-01,-5.369e-01,-1.917e+00,+2.033e+00,+2.127e+00,+1.354e+00,Null,Null
18.820,Null,Null,-1.897e+00,+2.087e+00,+2.184e+00,+1.418e+00,Null,Null
18.830,-8.762e-01,-4.605e-01,-1.865e+00,+2.185e+00,+2.168e+00,+1.515e+00,Null,Null
18.840,Null,Null,-1.851e+00,+2.272e+00,+2.100e+00,+1.607e+00,Null,Null
18.850,-8.738e-01,-3.638e-01,-1.862e+00,+2.341e+00,+2.025e+00,+1.697e+00,Null,Null
18.860,-8.666e-01,-2.431e-01,-1.878e+00,+2.392e+00,+1.997e+00,+1.782e+00,Null,Null
18.870,Null,Null,-1.891e+00,+2.435e+00,+1.988e+00,+1.851e+00,Null,Null
18.880,-8.554e-01,-8.311e-02,-1.907e+00,+2.465e+00,+1.985e+00,+1.919e+00,Null,Null
18.890,Null,Null,-1.926e+00,+2.490e+00,+1.984e+00,+1.975e+00,Null,Null
18.900,-8.385e-01,+1.339e-01,-1.925e+00,+2.505e+00,+1.984e+00,+2.032e+00,Null,Null
18.910,-8.102e-01,+4.068e-01,-1.925e+00,+2.501e+00,+1.985e+00,+2.087e+00,Null,Null
18.920,-7.677e-01,+6.652e-01,-1.925e+00,+2.474e+00,+1.985e+00,+2.129e+00,Null,Null
18.930,Null,Null,-1.925e+00,+2.449e+00,+1.985e+00,+2.164e+00,Null,Null
18.940,-7.082e-01,+8.175e-01,-1.925e+00,+2.424e+00,+1.984e+00,+2.195e+00,Null,Null
18.950,Null,Null,-1.923e+00,+2.404e+00,+1.984e+00,+2.220e+00,Null,Null
18.960,-6.403e-01,+8.727e-01,-1.918e+00,+2.392e+00,+1.984e+00,+2.242e+00,Null,Null
18.970,-5.776e-01,+8.828e-01,-1.911e+00,+2.383e+00,+1.984e+00,+2.260e+00,Null,Null
18.980,Null,Null,-1.905e+00,+2.377e+00,+1.984e+00,+2.274e+00,Null,Null
18.990,-5.120e-01,+8.833e-01,-1.899e+00,+2.370e+00,+1.984e+00,+2.284e+00,Null,Null
19.000,Null,Null,-1.894e+00,+2.365e+00,+1.984e+00,+2.293e+00,Null,Null
19.010,-4.423e-01,+8.791e-01,-1.891e+00,+2.356e+00,+1.984e+00,+2.300e+00,Null,Null
19.020,Null,Null,-1.891e+00,+2.348e+00,+1.984e+00,+2.306e+00,Null,Null
19.030,-3.628e-01,+8.731e-01,-1.894e+00,+2.336e+00,+1.984e+00,+2.313e+00,Null,Null
19.040,Null,Null,-1.900e+00,+2.326e+00,+1.983e+00,+2.319e+00,Null,Null
19.050,-2.482e-01,+8.702e-01,-1.902e+00,+2.312e+00,+1.983e+00,+2.327e+00,Null,Null
19.060,-1.018e-01,+8.590e-01,-1.890e+00,+2.293e+00,+1.983e+00,+2.330e+00,Null,Null
19.070,Null,Null,-1.870e+00,+2.278e+00,+1.983e+00,+2.332e+00,Null,Null
19.080,+5.777e-03,+8.152e-01,-1.849e+00,+2.256e+00,+1.983e+00,+2.325e+00,Null,Null
19.090,Null,Null,-1.827e+00,+2.238e+00,+1.983e+00,+2.317e+00,Null,Null
19.100,+8.361e-02,+7.623e-01,-1.806e+00,+2.212e+00,+1.984e+00,+2.293e+00,Null,Null
19.110,+1.298e-01,+7.046e-01,-1.783e+00,+2.179e+00,+1.984e+00,+2.240e+00,Null,Null
19.120,Null,Null,-1.760e+00,+2.152e+00,+1.984e+00,+2.195e+00,Null,Null
19.130,+1.434e-01,+6.472e-01,-1.736e+00,+2.125e+00,+1.984e+00,+2.118e+00,Null,Null
19.140,Null,Null,-1.711e+00,+2.103e+00,+1.984e+00,+2.054e+00,Null,Null
19.150,+2.451e-01,+6.505e-01,-1.684e+00,+2.084e+00,+1.984e+00,+1.961e+00,Null,Null
19.160,Null,Null,-1.656e+00,+2.069e+00,+1.984e+00,+1.884e+00,Null,Null
19.170,+4.232e-01,+6.593e-01,-1.632e+00,+2.054e+00,+1.984e+00,+1.788e+00,Null,Null
19.180,Null,Null,-1.613e+00,+2.042e+00,+1.984e+00,+1.704e+00,Null,Null
19.190,+6.348e-01,+6.554e-01,-1.603e+00,+2.023e+00,+1.984e+00,+1.613e+00,Null,Null
19.200,+7.940e-01,+6.351e-01,-1.603e+00,+2.006e+00,+1.984e+00,+1.527e+00,Null,Null
19.210,Null,Null,-1.605e+00,+1.990e+00,+1.984e+00,+1.456e+00,Null,Null
19.220,+8.616e-01,+5.895e-01,-1.600e+00,+1.980e+00,+1.984e+00,+1.391e+00,Null,Null
19.230,Null,Null,-1.589e+00,+1.971e+00,+1.984e+00,+1.337e+00,Null,Null
19.240,+8.813e-01,+5.329e-01,-1.576e+00,+1.966e+00,+1.984e+00,+1.287e+00,Null,Null
19.250,Null,Null,-1.561e+00,+1.962e+00,+1.984e+00,+1.247e+00,Null,Null
19.260,+8.825e-01,+4.554e-01,-1.546e+00,+1.959e+00,+1.984e+00,+1.209e+00,Null,Null
19.270,+8.754e-01,+3.416e-01,-1.529e+00,+1.956e+00,+1.984e+00,+1.175e+00,Null,Null
19.280,Null,Null,-1.509e+00,+1.953e+00,+1.983e+00,+1.147e+00,Null,Null
19.290,+8.606e-01,+1.830e-01,-1.487e+00,+1.950e+00,+1.984e+00,+1.122e+00,Null,Null
19.300,Null,Null,-1.471e+00,+1.948e+00,+1.984e+00,+1.101e+00,Null,Null
19.310,+8.334e-01,-2.003e-02,-1.462e+00,+1.945e+00,+1.984e+00,+1.084e+00,Null,Null
19.320,Null,Null,-1.452e+00,+1.942e+00,+1.984e+00,+1.070e+00,Null,Null
19.330,+7.983e-01,-2.422e-01,-1.441e+00,+1.941e+00,+1.984e+00,+1.063e+00,Null,Null
19.340,Null,Null,-1.430e+00,+1.940e+00,+1.984e+00,+1.057e+00,Null,Null
19.350,+7.579e-01,-4.747e-01,-1.417e+00,+1.941e+00,+1.984e+00,+1.060e+00,Null,Null
19.360,+7.140e-01,-6.795e-01,-1.402e+00,+1.943e+00,+1.984e+00,+1.074e+00,Null,Null
19.370,Null,Null,-1.386e+00,+1.945e+00,+1.984e+00,+1.086e+00,Null,Null
19.380,+6.747e-01,-8.148e-01,-1.373e+00,+1.943e+00,+1.984e+00,+1.104e+00,Null,Null
19.390,+6.210e-01,-8.667e-01,-1.364e+00,+1.936e+00,+1.984e+00,+1.126e+00,Null,Null
19.400,Null,Null,-1.351e+00,+1.929e+00,+1.983e+00,+1.143e+00,Null,Null
19.410,+5.626e-01,-8.803e-01,-1.333e+00,+1.925e+00,+1.985e+00,+1.162e+00,Null,Null
19.420,Null,Null,-1.314e+00,+1.922e+00,+1.988e+00,+1.178e+00,Null,Null
19.430,+5.013e-01,-8.809e-01,-1.294e+00,+1.923e+00,+1.995e+00,+1.196e+00,Null,Null
19.440,Null,Null,-1.273e+00,+1.925e+00,+2.000e+00,+1.210e+00,Null,Null
19.450,+4.342e-01,-8.772e-01,-1.252e+00,+1.930e+00,+2.011e+00,+1.227e+00,Null,Null
19.460,Null,Null,-1.229e+00,+1.935e+00,+2.020e+00,+1.241e+00,Null,Null
19.470,+3.558e-01,-8.715e-01,-1.205e+00,+1.942e+00,+2.038e+00,+1.258e+00,Null,Null
19.480,+2.580e-01,-8.642e-01,-1.174e+00,+1.951e+00,+2.070e+00,+1.278e+00,Null,Null
19.490,Null,Null,-1.137e+00,+1.959e+00,+2.098e+00,+1.295e+00,Null,Null
19.500,+1.285e-01,-8.544e-01,-1.095e+00,+1.968e+00,+2.142e+00,+1.317e+00,Null,Null
19.510,Null,Null,-1.046e+00,+1.976e+00,+2.179e+00,+1.335e+00,Null,Null
19.520,-4.924e-02,-8.403e-01,-9.899e-01,+1.987e+00,+2.232e+00,+1.358e+00,Null,Null
19.530,-2.859e-01,-8.187e-01,-9.103e-01,+2.003e+00,+2.296e+00,+1.388e+00,Null,Null
19.540,Null,Null,-8.194e-01,+2.020e+00,+2.349e+00,+1.413e+00,Null,Null
19.550,-5.508e-01,-7.841e-01,-7.177e-01,+2.051e+00,+2.389e+00,+1.446e+00,Null,Null
